Date,Open,High,Low,Close,Adj Close,Volume
39198.00,1495.27002,1498.02002,1491.170044,1494.25,1494.25,3211800000
39199.00,1494.209961,1497.319946,1488.670044,1494.069946,1494.069946,2732810000
39202.00,1494.069946,1497.160034,1482.290039,1482.369995,1482.369995,3093420000
39203.00,1482.369995,1487.27002,1476.699951,1486.300049,1486.300049,3400350000
39204.00,1486.130005,1499.099976,1486.130005,1495.920044,1495.920044,3189800000
39205.00,1495.560059,1503.339966,1495.560059,1502.390015,1502.390015,3007970000
39206.00,1502.349976,1510.339966,1501.800049,1505.619995,1505.619995,2761930000
39209.00,1505.569946,1511,1505.540039,1509.47998,1509.47998,2545090000
39210.00,1509.359985,1509.359985,1500.660034,1507.719971,1507.719971,2795720000
39211.00,1507.319946,1513.800049,1503.77002,1512.579956,1512.579956,2935550000
39212.00,1512.329956,1512.329956,1491.420044,1491.469971,1491.469971,3031240000
39213.00,1491.469971,1506.23999,1491.469971,1505.849976,1505.849976,2720780000
39216.00,1505.76001,1510.900024,1498.339966,1503.150024,1503.150024,2776130000
39217.00,1503.109985,1514.829956,1500.430054,1501.189941,1501.189941,3071020000
39218.00,1500.75,1514.150024,1500.75,1514.140015,1514.140015,2915350000
39219.00,1514.01001,1517.140015,1509.290039,1512.75,1512.75,2868640000
39220.00,1512.73999,1522.75,1512.73999,1522.75,1522.75,2959050000
39223.00,1522.75,1529.869995,1522.709961,1525.099976,1525.099976,3465360000
39224.00,1525.099976,1529.23999,1522.050049,1524.119995,1524.119995,2860500000
39225.00,1524.089966,1532.430054,1521.900024,1522.280029,1522.280029,3084260000
39226.00,1522.099976,1529.310059,1505.180054,1507.51001,1507.51001,3365530000
39227.00,1507.5,1517.410034,1507.5,1515.72998,1515.72998,2316250000
39231.00,1515.550049,1521.800049,1512.02002,1518.109985,1518.109985,2571790000
39232.00,1517.599976,1530.22998,1510.060059,1530.22998,1530.22998,2980210000
39233.00,1530.189941,1535.560059,1528.26001,1530.619995,1530.619995,3335530000
39234.00,1530.619995,1540.560059,1530.619995,1536.339966,1536.339966,2927020000
39237.00,1536.280029,1540.530029,1532.310059,1539.180054,1539.180054,2738930000
39238.00,1539.119995,1539.119995,1525.619995,1530.949951,1530.949951,2939450000
39239.00,1530.569946,1530.569946,1514.130005,1517.380005,1517.380005,2964190000
39240.00,1517.359985,1517.359985,1490.369995,1490.719971,1490.719971,3538470000
39241.00,1490.709961,1507.76001,1487.410034,1507.670044,1507.670044,2993460000
39244.00,1507.640015,1515.530029,1503.349976,1509.119995,1509.119995,2525280000
39245.00,1509.119995,1511.329956,1492.969971,1493,1493,3056200000
39246.00,1492.650024,1515.699951,1492.650024,1515.670044,1515.670044,3077930000
39247.00,1515.579956,1526.449951,1515.579956,1522.969971,1522.969971,2813630000
39248.00,1522.969971,1538.709961,1522.969971,1532.910034,1532.910034,3406030000
39251.00,1532.900024,1535.439941,1529.310059,1531.050049,1531.050049,2480240000
39252.00,1531.02002,1535.849976,1525.670044,1533.699951,1533.699951,2873590000
39253.00,1533.680054,1537.319946,1512.359985,1512.839966,1512.839966,3286900000
39254.00,1512.5,1522.900024,1504.75,1522.189941,1522.189941,3161110000
39255.00,1522.189941,1522.189941,1500.73999,1502.560059,1502.560059,4284320000
39258.00,1502.560059,1514.290039,1492.680054,1497.73999,1497.73999,3287250000
39259.00,1497.680054,1506.119995,1490.540039,1492.890015,1492.890015,3398530000
39260.00,1492.619995,1506.800049,1484.180054,1506.339966,1506.339966,3398150000
39261.00,1506.319946,1514.839966,1503.410034,1505.709961,1505.709961,3006710000
39262.00,1505.699951,1517.530029,1493.609985,1503.349976,1503.349976,3165410000
39265.00,1504.660034,1519.449951,1504.660034,1519.430054,1519.430054,2648990000
39266.00,1519.119995,1526.01001,1519.119995,1524.869995,1524.869995,1560790000
39268.00,1524.859985,1526.569946,1517.719971,1525.400024,1525.400024,2622950000
39269.00,1524.959961,1532.400024,1520.469971,1530.439941,1530.439941,2441520000
39272.00,1530.430054,1534.26001,1527.449951,1531.849976,1531.849976,2715330000
39273.00,1531.849976,1531.849976,1510.01001,1510.119995,1510.119995,3244280000
39274.00,1509.930054,1519.339966,1506.099976,1518.76001,1518.76001,3082920000
39275.00,1518.73999,1547.920044,1518.73999,1547.699951,1547.699951,3489600000
39276.00,1547.680054,1555.099976,1544.849976,1552.5,1552.5,2801120000
39279.00,1552.5,1555.900024,1546.689941,1549.52002,1549.52002,2704110000
39280.00,1549.52002,1555.319946,1547.73999,1549.369995,1549.369995,3007140000
39281.00,1549.199951,1549.199951,1533.670044,1546.170044,1546.170044,3609220000
39282.00,1546.130005,1555.199951,1546.130005,1553.079956,1553.079956,3251450000
39283.00,1553.189941,1553.189941,1529.199951,1534.099976,1534.099976,3745780000
39286.00,1534.060059,1547.22998,1534.060059,1541.569946,1541.569946,3102700000
39287.00,1541.569946,1541.569946,1508.619995,1511.040039,1511.040039,4115830000
39288.00,1511.030029,1524.310059,1503.72998,1518.089966,1518.089966,4283200000
39289.00,1518.089966,1518.089966,1465.300049,1482.660034,1482.660034,4472550000
39290.00,1482.439941,1488.530029,1458.949951,1458.949951,1458.949951,4784650000
39293.00,1458.930054,1477.880005,1454.319946,1473.910034,1473.910034,4128780000
39294.00,1473.900024,1488.300049,1454.25,1455.27002,1455.27002,4524520000
39295.00,1455.180054,1468.380005,1439.589966,1465.810059,1465.810059,5256780000
39296.00,1465.459961,1476.430054,1460.579956,1472.199951,1472.199951,4368850000
39297.00,1472.180054,1473.22998,1432.800049,1433.060059,1433.060059,4272110000
39300.00,1433.040039,1467.670044,1427.390015,1467.670044,1467.670044,5067200000
39301.00,1467.619995,1488.300049,1455.800049,1476.709961,1476.709961,4909390000
39302.00,1476.219971,1503.890015,1476.219971,1497.48999,1497.48999,5499560000
39303.00,1497.209961,1497.209961,1453.089966,1453.089966,1453.089966,5889600000
39304.00,1453.089966,1462.02002,1429.73999,1453.640015,1453.640015,5345780000
39307.00,1453.420044,1466.290039,1451.540039,1452.920044,1452.920044,3696280000
39308.00,1452.869995,1456.73999,1426.199951,1426.540039,1426.540039,3814630000
39309.00,1426.150024,1440.780029,1404.359985,1406.699951,1406.699951,4290930000
39310.00,1406.640015,1415.969971,1370.599976,1411.27002,1411.27002,6509300000
39311.00,1411.26001,1450.329956,1411.26001,1445.939941,1445.939941,3570040000
39314.00,1445.939941,1451.75,1430.540039,1445.550049,1445.550049,3321340000
39315.00,1445.550049,1455.319946,1439.76001,1447.119995,1447.119995,3012150000
39316.00,1447.030029,1464.859985,1447.030029,1464.069946,1464.069946,3309120000
39317.00,1464.050049,1472.060059,1453.880005,1462.5,1462.5,3084390000
39318.00,1462.339966,1479.400024,1460.540039,1479.369995,1479.369995,2541400000
39321.00,1479.359985,1479.359985,1465.97998,1466.790039,1466.790039,2406180000
39322.00,1466.719971,1466.719971,1432.01001,1432.359985,1432.359985,3078090000
39323.00,1432.01001,1463.76001,1432.01001,1463.76001,1463.76001,2824070000
39324.00,1463.670044,1468.430054,1451.25,1457.640015,1457.640015,2582960000
39325.00,1457.609985,1481.469971,1457.609985,1473.98999,1473.98999,2731610000
39329.00,1473.959961,1496.400024,1472.150024,1489.420044,1489.420044,2766600000
39330.00,1488.76001,1488.76001,1466.339966,1472.290039,1472.290039,2991600000
39331.00,1472.030029,1481.48999,1467.410034,1478.550049,1478.550049,2459590000
39332.00,1478.550049,1478.550049,1449.069946,1453.550049,1453.550049,3191080000
39335.00,1453.5,1462.25,1439.290039,1451.699951,1451.699951,2835720000
39336.00,1451.689941,1472.47998,1451.689941,1471.48999,1471.48999,3015330000
39337.00,1471.099976,1479.5,1465.75,1471.560059,1471.560059,2885720000
39338.00,1471.469971,1489.579956,1471.469971,1483.949951,1483.949951,2877080000
39339.00,1483.949951,1485.98999,1473.180054,1484.25,1484.25,2641740000
39342.00,1484.23999,1484.23999,1471.819946,1476.650024,1476.650024,2598390000
39343.00,1476.630005,1519.890015,1476.630005,1519.780029,1519.780029,3708940000
39344.00,1519.75,1538.73999,1519.75,1529.030029,1529.030029,3846750000
39345.00,1528.689941,1529.140015,1516.420044,1518.75,1518.75,2957700000
39346.00,1518.75,1530.890015,1518.75,1525.75,1525.75,3679460000
39349.00,1525.75,1530.180054,1516.150024,1517.72998,1517.72998,3131310000
39350.00,1516.339966,1518.27002,1507.130005,1517.209961,1517.209961,3187770000
39351.00,1518.619995,1529.390015,1518.619995,1525.420044,1525.420044,3237390000
39352.00,1527.319946,1532.459961,1525.810059,1531.380005,1531.380005,2872180000
39353.00,1531.23999,1533.73999,1521.98999,1526.75,1526.75,2925350000
39356.00,1527.290039,1549.02002,1527.25,1547.040039,1547.040039,3281990000
39357.00,1546.959961,1548.01001,1540.369995,1546.630005,1546.630005,3101910000
39358.00,1545.800049,1545.839966,1536.339966,1539.589966,1539.589966,3065320000
39359.00,1539.910034,1544.02002,1537.630005,1542.839966,1542.839966,2690430000
39360.00,1543.839966,1561.910034,1543.839966,1557.589966,1557.589966,2919030000
39363.00,1556.51001,1556.51001,1549,1552.579956,1552.579956,2040650000
39364.00,1553.180054,1565.26001,1551.819946,1565.150024,1565.150024,2932040000
39365.00,1564.97998,1565.420044,1555.459961,1562.469971,1562.469971,3044760000
39366.00,1564.719971,1576.089966,1546.719971,1554.410034,1554.410034,3911260000
39367.00,1555.410034,1563.030029,1554.089966,1561.800049,1561.800049,2788690000
39370.00,1562.25,1564.73999,1540.810059,1548.709961,1548.709961,3139290000
39371.00,1547.810059,1547.810059,1536.290039,1538.530029,1538.530029,3234560000
39372.00,1544.439941,1550.660034,1526.01001,1541.23999,1541.23999,3638070000
39373.00,1539.290039,1542.790039,1531.76001,1540.079956,1540.079956,3203210000
39374.00,1540,1540,1500.26001,1500.630005,1500.630005,4160970000
39377.00,1497.790039,1508.060059,1490.400024,1506.329956,1506.329956,3471830000
39378.00,1509.300049,1520.01001,1503.609985,1519.589966,1519.589966,3309120000
39379.00,1516.609985,1517.22998,1489.560059,1515.880005,1515.880005,4003300000
39380.00,1516.150024,1523.23999,1500.459961,1514.400024,1514.400024,4183960000
39381.00,1522.170044,1535.530029,1520.180054,1535.280029,1535.280029,3612120000
39384.00,1536.920044,1544.670044,1536.430054,1540.97998,1540.97998,3124480000
39385.00,1539.420044,1539.420044,1529.550049,1531.02002,1531.02002,3212520000
39386.00,1532.150024,1552.76001,1529.400024,1549.380005,1549.380005,3953070000
39387.00,1545.790039,1545.790039,1506.660034,1508.439941,1508.439941,4241470000
39388.00,1511.069946,1513.150024,1492.530029,1509.650024,1509.650024,4285990000
39391.00,1505.609985,1510.839966,1489.949951,1502.170044,1502.170044,3819330000
39392.00,1505.329956,1520.77002,1499.069946,1520.27002,1520.27002,3879160000
39393.00,1515.459961,1515.459961,1475.040039,1475.619995,1475.619995,4353160000
39394.00,1475.27002,1482.5,1450.310059,1474.77002,1474.77002,5439720000
39395.00,1467.589966,1474.089966,1448.51001,1453.699951,1453.699951,4587050000
39398.00,1453.660034,1464.939941,1438.530029,1439.180054,1439.180054,4192520000
39399.00,1441.349976,1481.369995,1441.349976,1481.050049,1481.050049,4141310000
39400.00,1483.400024,1492.140015,1466.469971,1470.579956,1470.579956,4031470000
39401.00,1468.040039,1472.670044,1443.48999,1451.150024,1451.150024,3941010000
39402.00,1453.089966,1462.180054,1443.98999,1458.73999,1458.73999,4168870000
39405.00,1456.699951,1456.699951,1430.420044,1433.27002,1433.27002,4119650000
39406.00,1434.51001,1452.640015,1419.280029,1439.699951,1439.699951,4875150000
39407.00,1434.709961,1436.400024,1415.640015,1416.77002,1416.77002,4076230000
39409.00,1417.619995,1440.859985,1417.619995,1440.699951,1440.699951,1612720000
39412.00,1440.73999,1446.089966,1406.099976,1407.219971,1407.219971,3706470000
39413.00,1409.589966,1429.48999,1407.430054,1428.22998,1428.22998,4320720000
39414.00,1432.949951,1471.619995,1432.949951,1469.02002,1469.02002,4508020000
39415.00,1467.410034,1473.810059,1458.359985,1469.719971,1469.719971,3524730000
39416.00,1471.829956,1488.939941,1470.890015,1481.140015,1481.140015,4422200000
39419.00,1479.630005,1481.160034,1470.079956,1472.420044,1472.420044,3323250000
39420.00,1471.339966,1471.339966,1460.660034,1462.790039,1462.790039,3343620000
39421.00,1465.219971,1486.089966,1465.219971,1485.01001,1485.01001,3663660000
39422.00,1484.589966,1508.02002,1482.189941,1507.339966,1507.339966,3568570000
39423.00,1508.599976,1510.630005,1502.660034,1504.660034,1504.660034,3177710000
39426.00,1505.109985,1518.27002,1504.959961,1515.959961,1515.959961,2911760000
39427.00,1516.680054,1523.569946,1475.98999,1477.650024,1477.650024,4080180000
39428.00,1487.579956,1511.959961,1468.22998,1486.589966,1486.589966,4482120000
39429.00,1483.27002,1489.400024,1469.209961,1488.410034,1488.410034,3635170000
39430.00,1486.189941,1486.670044,1467.780029,1467.949951,1467.949951,3401050000
39433.00,1465.050049,1465.050049,1445.430054,1445.900024,1445.900024,3569030000
39434.00,1445.920044,1460.160034,1435.650024,1454.97998,1454.97998,3723690000
39435.00,1454.699951,1464.420044,1445.310059,1453,1453,3401300000
39436.00,1456.420044,1461.530029,1447.219971,1460.119995,1460.119995,3526890000
39437.00,1463.189941,1485.400024,1463.189941,1484.459961,1484.459961,4508590000
39440.00,1484.550049,1497.630005,1484.550049,1496.449951,1496.449951,1267420000
39442.00,1495.119995,1498.849976,1488.199951,1497.660034,1497.660034,2010500000
39443.00,1495.050049,1495.050049,1475.859985,1476.27002,1476.27002,2365770000
39444.00,1479.829956,1488.01001,1471.699951,1478.48999,1478.48999,2420510000
39447.00,1475.25,1475.829956,1465.130005,1468.359985,1468.359985,2440880000
39449.00,1467.969971,1471.77002,1442.069946,1447.160034,1447.160034,3452650000
39450.00,1447.550049,1456.800049,1443.72998,1447.160034,1447.160034,3429500000
39451.00,1444.01001,1444.01001,1411.189941,1411.630005,1411.630005,4166000000
39454.00,1414.069946,1423.869995,1403.449951,1416.180054,1416.180054,4221260000
39455.00,1415.709961,1430.280029,1388.300049,1390.189941,1390.189941,4705390000
39456.00,1390.25,1409.189941,1378.699951,1409.130005,1409.130005,5351030000
39457.00,1406.780029,1429.089966,1395.310059,1420.329956,1420.329956,5170490000
39458.00,1419.910034,1419.910034,1394.829956,1401.02002,1401.02002,4495840000
39461.00,1402.910034,1417.890015,1402.910034,1416.25,1416.25,3682090000
39462.00,1411.880005,1411.880005,1380.599976,1380.949951,1380.949951,4601640000
39463.00,1377.410034,1391.98999,1364.27002,1373.199951,1373.199951,5440620000
39464.00,1374.790039,1377.719971,1330.670044,1333.25,1333.25,5303130000
39465.00,1333.900024,1350.280029,1312.51001,1325.189941,1325.189941,6004840000
39469.00,1312.939941,1322.089966,1274.290039,1310.5,1310.5,6544690000
39470.00,1310.410034,1339.089966,1270.050049,1338.599976,1338.599976,3241680000
39471.00,1340.130005,1355.150024,1334.310059,1352.069946,1352.069946,5735300000
39472.00,1357.319946,1368.560059,1327.5,1330.609985,1330.609985,4882250000
39475.00,1330.699951,1353.969971,1322.26001,1353.959961,1353.959961,4100930000
39476.00,1355.939941,1364.930054,1350.189941,1362.300049,1362.300049,4232960000
39477.00,1362.219971,1385.859985,1352.949951,1355.810059,1355.810059,4742760000
39478.00,1351.97998,1385.619995,1334.079956,1378.550049,1378.550049,4970290000
39479.00,1378.599976,1396.02002,1375.930054,1395.420044,1395.420044,4650770000
39482.00,1395.380005,1395.380005,1379.689941,1380.819946,1380.819946,3495780000
39483.00,1380.280029,1380.280029,1336.640015,1336.640015,1336.640015,4315740000
39484.00,1339.47998,1351.959961,1324.339966,1326.449951,1326.449951,4008120000
39485.00,1324.01001,1347.160034,1316.75,1336.910034,1336.910034,4589160000
39486.00,1336.880005,1341.219971,1321.060059,1331.290039,1331.290039,3768490000
39489.00,1331.920044,1341.400024,1320.319946,1339.130005,1339.130005,3593140000
39490.00,1340.550049,1362.099976,1339.359985,1348.859985,1348.859985,4044640000
39491.00,1353.119995,1369.22998,1350.780029,1367.209961,1367.209961,3856420000
39492.00,1367.329956,1368.160034,1347.310059,1348.859985,1348.859985,3644760000
39493.00,1347.52002,1350,1338.130005,1349.98999,1349.98999,3583300000
39497.00,1355.859985,1367.280029,1345.050049,1348.780029,1348.780029,3613550000
39498.00,1348.390015,1363.709961,1336.550049,1360.030029,1360.030029,3870520000
39499.00,1362.209961,1367.939941,1339.339966,1342.530029,1342.530029,3696660000
39500.00,1344.219971,1354.300049,1327.040039,1353.109985,1353.109985,3572660000
39503.00,1352.75,1374.359985,1346.030029,1371.800049,1371.800049,3866350000
39504.00,1371.76001,1387.339966,1363.290039,1381.290039,1381.290039,4096060000
39505.00,1378.949951,1388.339966,1372,1380.02002,1380.02002,3904700000
39506.00,1378.160034,1378.160034,1363.160034,1367.680054,1367.680054,3938580000
39507.00,1364.069946,1364.069946,1325.420044,1330.630005,1330.630005,4426730000
39510.00,1330.449951,1335.130005,1320.040039,1331.339966,1331.339966,4117570000
39511.00,1329.579956,1331.030029,1307.390015,1326.75,1326.75,4757180000
39512.00,1327.689941,1344.189941,1320.219971,1333.699951,1333.699951,4277710000
39513.00,1332.199951,1332.199951,1303.420044,1304.339966,1304.339966,4323460000
39514.00,1301.530029,1313.23999,1282.430054,1293.369995,1293.369995,4565410000
39517.00,1293.160034,1295.01001,1272.660034,1273.369995,1273.369995,4261240000
39518.00,1274.400024,1320.650024,1274.400024,1320.650024,1320.650024,5109080000
39519.00,1321.130005,1333.26001,1307.859985,1308.77002,1308.77002,4414280000
39520.00,1305.26001,1321.680054,1282.109985,1315.47998,1315.47998,5073360000
39521.00,1316.050049,1321.469971,1274.859985,1288.140015,1288.140015,5153780000
39524.00,1283.209961,1287.5,1256.97998,1276.599976,1276.599976,5683010000
39525.00,1277.160034,1330.73999,1277.160034,1330.73999,1330.73999,5335630000
39526.00,1330.969971,1341.51001,1298.420044,1298.420044,1298.420044,5358550000
39527.00,1299.670044,1330.670044,1295.219971,1329.51001,1329.51001,6145220000
39531.00,1330.290039,1359.680054,1330.290039,1349.880005,1349.880005,4499000000
39532.00,1349.069946,1357.469971,1341.209961,1352.98999,1352.98999,4145120000
39533.00,1352.449951,1352.449951,1336.410034,1341.130005,1341.130005,4055670000
39534.00,1340.339966,1345.619995,1325.660034,1325.76001,1325.76001,4037930000
39535.00,1327.02002,1334.869995,1312.949951,1315.219971,1315.219971,3686980000
39538.00,1315.920044,1328.52002,1312.810059,1322.699951,1322.699951,4188990000
39539.00,1326.410034,1370.180054,1326.410034,1370.180054,1370.180054,4745120000
39540.00,1369.959961,1377.949951,1361.550049,1367.530029,1367.530029,4320440000
39541.00,1365.689941,1375.660034,1358.680054,1369.310059,1369.310059,3920100000
39542.00,1369.849976,1380.910034,1362.829956,1370.400024,1370.400024,3703100000
39545.00,1373.689941,1386.73999,1369.02002,1372.540039,1372.540039,3747780000
39546.00,1370.160034,1370.160034,1360.619995,1365.540039,1365.540039,3602500000
39547.00,1365.5,1368.390015,1349.969971,1354.48999,1354.48999,3556670000
39548.00,1355.369995,1367.23999,1350.109985,1360.550049,1360.550049,3686150000
39549.00,1357.97998,1357.97998,1331.209961,1332.829956,1332.829956,3723790000
39552.00,1332.199951,1335.640015,1326.160034,1328.319946,1328.319946,3565020000
39553.00,1331.719971,1337.719971,1324.349976,1334.430054,1334.430054,3581230000
39554.00,1337.02002,1365.48999,1337.02002,1364.709961,1364.709961,4260370000
39555.00,1363.369995,1368.599976,1357.25,1365.560059,1365.560059,3713880000
39556.00,1369,1395.900024,1369,1390.329956,1390.329956,4222380000
39559.00,1387.719971,1390.22998,1379.25,1388.170044,1388.170044,3420570000
39560.00,1386.430054,1386.430054,1369.839966,1375.939941,1375.939941,3821900000
39561.00,1378.400024,1387.869995,1372.23999,1379.930054,1379.930054,4103610000
39562.00,1380.52002,1397.719971,1371.089966,1388.819946,1388.819946,4461660000
39563.00,1387.880005,1399.109985,1379.97998,1397.839966,1397.839966,3891150000
39566.00,1397.959961,1402.900024,1394.400024,1396.369995,1396.369995,3607000000
39567.00,1395.609985,1397,1386.699951,1390.939941,1390.939941,3815320000
39568.00,1391.219971,1404.569946,1384.25,1385.589966,1385.589966,4508890000
39569.00,1385.969971,1410.069946,1383.069946,1409.339966,1409.339966,4448780000
39570.00,1409.160034,1422.719971,1406.25,1413.900024,1413.900024,3953030000
39573.00,1415.339966,1415.339966,1404.369995,1407.48999,1407.48999,3410090000
39574.00,1405.599976,1421.569946,1397.099976,1418.26001,1418.26001,3924100000
39575.00,1417.48999,1419.540039,1391.160034,1392.569946,1392.569946,4075860000
39576.00,1394.290039,1402.349976,1389.390015,1397.680054,1397.680054,3827550000
39577.00,1394.900024,1394.900024,1384.109985,1388.280029,1388.280029,3518620000
39580.00,1389.400024,1404.060059,1386.199951,1403.579956,1403.579956,3370630000
39581.00,1404.400024,1406.300049,1396.26001,1403.040039,1403.040039,4018590000
39582.00,1405.650024,1420.189941,1405.650024,1408.660034,1408.660034,3979370000
39583.00,1408.359985,1424.400024,1406.869995,1423.569946,1423.569946,3836480000
39584.00,1423.890015,1425.819946,1414.349976,1425.349976,1425.349976,3842590000
39587.00,1425.280029,1440.23999,1421.630005,1426.630005,1426.630005,3683970000
39588.00,1424.48999,1424.48999,1409.089966,1413.400024,1413.400024,3854320000
39589.00,1414.060059,1419.119995,1388.810059,1390.709961,1390.709961,4517990000
39590.00,1390.829956,1399.069946,1390.22998,1394.349976,1394.349976,3955960000
39591.00,1392.199951,1392.199951,1373.719971,1375.930054,1375.930054,3516380000
